"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"18127","Porter County, IN",".",".",".",".","0.09","0.077","33","11","2","20","7.9","82","21","0.02"
"18129","Posey County, IN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"18141","St. Joseph County, IN",".",".","36","8","0.08","0.072",".",".",".","22","8.2",".",".","."
"18145","Shelby County, IN",".",".",".",".","0.07","0.069",".",".",".",".",".",".",".","."
"18147","Spencer County, IN",".",".",".",".",".",".",".",".",".","17","8.3",".",".","."
"18157","Tippecanoe County, IN",".",".",".",".",".",".",".",".",".","19","8.8",".",".","."
"18163","Vanderburgh County, IN","1.5","1.2","29","8","0.08","0.068","9","3","1","19","8.9","26","14","."
"18167","Vigo County, IN",".",".",".",".","0.08","0.068","3","2","1","24","9.3","35","15","."
"18169","Wabash County, IN",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"18173","Warrick County, IN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"18183","Whitley County, IN",".",".",".",".",".",".",".",".",".","20","8.3",".",".","."
"19013","Black Hawk County, IA",".",".",".",".",".",".",".",".",".","19","7.5",".",".","."
"19017","Bremer County, IA",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"19033","Cerro Gordo County, IA",".",".",".",".",".",".",".",".",".",".",".","58","18","."
"19045","Clinton County, IA",".",".",".",".","0.07","0.063","16","7","1","19","7.8",".",".","."
"19085","Harrison County, IA",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"19103","Johnson County, IA",".",".",".",".",".",".",".",".",".","18","7.3",".",".","."
"19111","Lee County, IA",".",".",".",".",".",".",".",".",".","15","8.1",".",".","."
"19113","Linn County, IA","1.1","0.9",".",".","0.07","0.062","53","21","1","20","7.8","57","20","."
"19137","Montgomery County, IA",".",".",".",".","0.07","0.061",".",".",".","14","6.4",".",".","."
"19139","Muscatine County, IA",".",".",".",".",".",".","35","17","1","19","8.1","43","19","."
"19147","Palo Alto County, IA",".",".",".",".","0.07","0.061",".",".",".","18","6.3",".",".","."
"19153","Polk County, IA","1.5","1","38","6","0.07","0.06","1","1","0","18","7.5","47","19","."
"19155","Pottawattamie County, IA",".",".",".",".",".",".",".",".",".","21","8.5","58","21","0.05"
"19163","Scott County, IA","1.1","0.7","34","6","0.07","0.062","4","1","0","20","8.1","147","41","."
"19177","Van Buren County, IA",".",".","10","2","0.07","0.06","4","1","0","14","6.5","38","15","."
"19193","Woodbury County, IA",".",".",".",".",".",".",".",".",".","19","7.6",".",".","."
"20057","Ford County, KS",".",".",".",".",".",".",".",".",".",".",".","155","20","."
"20091","Johnson County, KS",".",".",".",".","0.07","0.059",".",".",".","18","7.7",".",".","."
"20103","Leavenworth County, KS",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"20133","Neosho County, KS",".",".","17","3","0.07","0.061","4","2","1","17","8.1",".",".","."
"20169","Saline County, KS",".",".",".",".",".",".",".",".",".",".",".",".",".","0.15"
"20173","Sedgwick County, KS",".",".",".","7","0.07","0.063",".",".",".","18","7.7","129","35","."
"20177","Shawnee County, KS",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"20191","Sumner County, KS",".",".",".","3","0.08","0.065","5","5","1","15","7.1",".",".","."
"20195","Trego County, KS",".",".","6","3","0.07","0.062","2","2","1",".",".",".",".","."
"20209","Wyandotte County, KS","1.9","1.4","45","9","0.07","0.061","6","3","1",".",".","48","16","."
"21013","Bell County, KY",".",".",".",".","0.07","0.06",".",".",".","16","7.6",".",".","."
"21015","Boone County, KY",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"21019","Boyd County, KY",".",".","30","4","0.07","0.062","7","1","0","14","7.4","34","18","."
"21029","Bullitt County, KY",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"21037","Campbell County, KY",".",".","24","3","0.08","0.068","16","3","0","17","7.6",".",".","."
"21043","Carter County, KY",".",".",".",".","0.07","0.061",".",".",".","14","6.2","17","9","."
"21047","Christian County, KY",".",".",".",".","0.07","0.06",".",".",".","17","8.2",".",".","."
"21059","Daviess County, KY",".",".",".","4","0.07","0.063","17","5","1","17","8.1",".",".","."
"21061","Edmonson County, KY","0.3","0.3",".",".","0.07","0.064","3","1","0",".",".",".",".","."
"21067","Fayette County, KY",".",".",".","5","0.07","0.064","4","2","0","18","7.8","40","15","."
"21089","Greenup County, KY",".",".",".",".","0.06","0.057","7","2","1",".",".",".",".","."
"21091","Hancock County, KY",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"21093","Hardin County, KY",".",".",".",".","0.07","0.06",".",".",".","15","8.1",".",".","."
"21101","Henderson County, KY",".",".",".",".","0.07","0.066","94","26","2","17","8.4","25","14","."
"21111","Jefferson County, KY","1.7","1.3","47","15","0.08","0.072","14","3","1","21","9.8",".",".","."
"21113","Jessamine County, KY",".",".",".",".","0.07","0.062","3","1","0",".",".",".",".","."
"21139","Livingston County, KY",".",".",".",".","0.07","0.063",".",".",".",".",".","23","14","."
"21145","McCracken County, KY",".",".","31","5","0.07","0.062","12","3","1",".",".","27","15","."
"21151","Madison County, KY",".",".",".",".",".",".",".",".",".","15","7.5",".",".","0.05"
"21175","Morgan County, KY",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"21185","Oldham County, KY",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"21193","Perry County, KY",".",".",".",".","0.07","0.059",".",".",".","12","6.8",".",".","."
"21195","Pike County, KY",".",".",".",".","0.07","0.058",".",".",".","14","6.9",".",".","."
"21199","Pulaski County, KY",".",".",".",".","0.07","0.059",".",".",".","17","7.5",".",".","."
"21213","Simpson County, KY",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"21221","Trigg County, KY",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"21227","Warren County, KY",".",".",".",".","0.07","0.061",".",".",".","17","8",".",".","."
"21229","Washington County, KY",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"22005","Ascension Parish, LA",".",".","33","6","0.08","0.068",".",".",".",".",".",".",".","."
"22015","Bossier Parish, LA",".",".",".",".","0.08","0.067","7","4","1",".",".","53","15","."
"22017","Caddo Parish, LA",".",".",".",".","0.07","0.063",".",".",".","19","10.7",".",".","."
"22019","Calcasieu Parish, LA",".",".","35","6","0.08","0.064","23","6","1","21","7.8",".",".","."
"22033","East Baton Rouge Parish, LA","3.2","1","46","10","0.09","0.073","29","9","1","22","10.3","71","22","0"
"22047","Iberville Parish, LA",".",".","20","4","0.08","0.067",".",".",".","18","8.1",".",".","."
"22051","Jefferson Parish, LA",".",".","37","6","0.09","0.065",".",".",".","23","7.8",".",".","."
"22055","Lafayette Parish, LA",".",".",".",".","0.08","0.066",".",".",".","21","8","69","17","."
"22057","Lafourche Parish, LA",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"22063","Livingston Parish, LA",".",".","15","3","0.08","0.068",".",".",".",".",".",".",".","."
"22071","Orleans Parish, LA","1.7","1.2","45","10",".",".",".",".",".","19","8.1","81","18","."
"22073","Ouachita Parish, LA",".",".",".",".","0.07","0.061",".",".",".","17","7.8",".",".","."
"22077","Pointe Coupee Parish, LA",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"22087","St. Bernard Parish, LA",".",".",".",".","0.08","0.064","52","12","3","16","8.2","76","18","."
"22089","St. Charles Parish, LA",".",".",".",".",".",".","53","17","1",".",".",".",".","."
"22093","St. James Parish, LA",".",".",".",".","0.07","0.06","12","4","1",".",".",".",".","."
"22095","St. John the Baptist Parish, LA",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","0.13"
"22099","St. Martin Parish, LA",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"22103","St. Tammany Parish, LA",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"22105","Tangipahoa Parish, LA",".",".",".",".",".",".",".",".",".","19","8",".",".","."
"22109","Terrebonne Parish, LA",".",".",".",".",".",".",".",".",".","19","7.5",".",".","."
"22121","West Baton Rouge Parish, LA",".",".","42","9","0.08","0.07","26","9","3","19","9.1",".",".","."
"23001","Androscoggin County, ME",".",".",".",".","0.08","0.062",".",".",".","18","8.2","34","14","."
"23003","Aroostook County, ME","1.1","0.6","19","2","0.06","0.051","1","1","0","17","6.7","28","8","."
"23005","Cumberland County, ME","1.9","1","49","8","0.09","0.064","7","5","2","16","6.9","53","19","."
"23009","Hancock County, ME","0.2","0.2",".",".","0.09","0.08","1","0","0","12","3.8","14","5","."
"23011","Kennebec County, ME",".",".","30","3","0.08","0.067","7","4","1","15","5.9","30","12","."
"23013","Knox County, ME",".",".",".",".","0.09","0.062",".",".",".",".",".",".",".","."
"23017","Oxford County, ME",".",".",".",".","0.07","0.059",".",".",".","19","6.4",".",".","."
"23019","Penobscot County, ME",".",".",".",".","0.07","0.06",".",".",".","13","5.7","66","16","."
"23029","Washington County, ME",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"23031","York County, ME",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"24001","Allegany County, MD",".",".",".",".",".",".","152","28","3",".",".",".",".","."
"24003","Anne Arundel County, MD",".",".",".",".","0.09","0.073",".",".",".",".",".","24","12","."
"24005","Baltimore County, MD","1.4","1.1","42","14","0.1","0.077",".",".",".","23","8",".",".","."
"24009","Calvert County, MD",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"24013","Carroll County, MD",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"24015","Cecil County, MD",".",".",".",".","0.1","0.075",".",".",".","19","7.8",".",".","."
"24017","Charles County, MD",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"24019","Dorchester County, MD","0.3","0.3",".",".","0.07","0.064","2","1","0","17","7.7",".",".","."
"24021","Frederick County, MD",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"24023","Garrett County, MD","0.3","0.3","9","2","0.07","0.065","7","2","0","14","5.9",".",".","."
"24025","Harford County, MD",".",".",".",".","0.1","0.076",".",".",".","19","8.3",".",".","."
"24027","Howard County, MD","0.9","0.6","48","16",".",".",".",".",".","17","8.3",".",".","."
"24029","Kent County, MD",".",".",".",".","0.09","0.07",".",".",".","17","8.4",".",".","."
"24031","Montgomery County, MD",".",".",".",".","0.08","0.065",".",".",".","15","6.1",".",".","."
"24033","Prince George's County, MD","0.9","0.7","35","7","0.09","0.072","3","1","0","15","7.3","22","10","0"
"24043","Washington County, MD",".",".",".",".","0.08","0.065",".",".",".","17","7.8",".",".","."
"24510","Baltimore (City), MD",".",".","49","14","0.08","0.069",".",".",".","18","8.2","28","14","."
"25001","Barnstable County, MA",".",".",".",".","0.1","0.072",".",".",".",".",".",".",".","."
"25003","Berkshire County, MA",".",".",".",".",".",".",".",".",".","19","8.1",".",".","."
"25005","Bristol County, MA",".",".",".",".","0.1","0.073","11","5","1","17","6.8",".",".","."
"25007","Dukes County, MA",".",".",".",".","0.11","0.076",".",".",".",".",".",".",".","."
"25009","Essex County, MA","1","0.5","32","4","0.09","0.068",".",".",".","15","5.3",".",".","."
"25011","Franklin County, MA",".",".",".",".","0.07","0.064",".",".",".","14","5.9",".",".","."
"25013","Hampden County, MA","1.3","1","44","12","0.09","0.072","4","3","1","17","6.9",".",".","."
"25015","Hampshire County, MA",".",".","20","2","0.1","0.069","2","1","1","13","4.5","18","6","."
"25017","Middlesex County, MA",".",".",".",".","0.09","0.065",".",".",".",".",".",".",".","."
"25021","Norfolk County, MA",".",".","29","4","0.1","0.075",".",".",".",".",".",".",".","."
"25023","Plymouth County, MA",".",".",".",".","0.09","0.072",".",".",".","16","5.7",".",".","."
"25025","Suffolk County, MA","1.6","0.9","46","14","0.09","0.069","4","2","1","17","8.8","27","11","."
"25027","Worcester County, MA","1.1","0.8","49","11","0.1","0.069","4","2","1","15","5.9",".",".","."
"26005","Allegan County, MI",".",".",".",".","0.08","0.071",".",".",".","25","7.5",".",".","."
"26017","Bay County, MI",".",".",".",".",".",".",".",".",".","22","6.8",".",".","."
"26019","Benzie County, MI",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"26021","Berrien County, MI",".",".",".",".","0.08","0.069",".",".",".","26","8",".",".","."
"26027","Cass County, MI",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"26033","Chippewa County, MI",".",".",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"26037","Clinton County, MI",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"26049","Genesee County, MI",".",".",".",".","0.07","0.064",".",".",".","17","7.1",".",".","."
"26063","Huron County, MI",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"26065","Ingham County, MI",".",".","36","6","0.07","0.066","8","2","1","17","7.2",".",".","."
"26067","Ionia County, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","0.02"
"26077","Kalamazoo County, MI",".",".",".",".","0.08","0.068",".",".",".","23","8.4",".",".","."
"26081","Kent County, MI","1.4","1",".",".","0.07","0.066","4","2","0","26","9.1","29","15","0"
"26091","Lenawee County, MI",".",".",".",".","0.07","0.066",".",".",".","18","7.3",".",".","."
"26099","Macomb County, MI",".",".",".",".","0.08","0.066",".",".",".","17","7.4",".",".","."
"26101","Manistee County, MI",".",".",".",".","0.08","0.065",".",".",".","19","5.8",".",".","."
"26105","Mason County, MI",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"26113","Missaukee County, MI",".",".","7","1","0.07","0.062",".",".",".","15","4.8",".",".","."
"26115","Monroe County, MI",".",".",".",".",".",".","8","3","1","21","7.7",".",".","."
"26121","Muskegon County, MI",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"26125","Oakland County, MI",".",".",".",".","0.09","0.069",".",".",".","20","8.1",".",".","."
"26139","Ottawa County, MI",".",".",".",".","0.07","0.065","21","8","1",".",".",".",".","."
"26147","St. Clair County, MI",".",".",".",".","0.08","0.067","55","17","2","19","8",".",".","0.08"
"26153","Schoolcraft County, MI",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"26157","Tuscola County, MI",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"26161","Washtenaw County, MI",".",".",".",".","0.09","0.069",".",".",".","19","8.3",".",".","."
"26163","Wayne County, MI","8.2","1.8","47","16","0.09","0.076","70","29","3","30","11.2","133","26","0.02"
"26165","Wexford County, MI",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"27003","Anoka County, MN","1.2","0.8","38","6","0.07","0.063","3","1","1","19","7.9","52","13","."
"27005","Becker County, MN",".",".",".",".","0.07","0.057",".",".",".","16","5.1",".",".","."
"27007","Beltrami County, MN",".",".",".",".",".",".",".",".",".","16","5.7",".",".","."
"27017","Carlton County, MN",".",".",".",".","0.07","0.06",".",".",".","14","4.5",".",".","."
"27031","Cook County, MN",".",".",".",".",".",".",".",".",".","12","4.7",".",".","."
"27035","Crow Wing County, MN",".",".",".",".","0.07","0.059",".",".",".","16","5.4",".",".","."
"27037","Dakota County, MN","0.9","0.6","39","8",".",".","18","6","1","16","7.1",".",".","0.11"
"27049","Goodhue County, MN",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"27053","Hennepin County, MN","4.5","4.4","44","13","0.06","0.058","6","3","1","18","7.7","150","41","0.08"
"27075","Lake County, MN",".",".",".",".","0.06","0.053",".",".",".","12","3.6","118","16","."
"27083","Lyon County, MN",".",".",".",".","0.07","0.062",".",".",".","14","5",".",".","."
"27095","Mille Lacs County, MN",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"27109","Olmsted County, MN",".",".",".",".","0.07","0.062",".",".",".","18","7.1",".",".","."
"27123","Ramsey County, MN","1.9","1.5",".",".",".",".",".",".",".","19","7.6","86","29","0.01"
"27137","Saint Louis County, MN",".",".",".",".","0.07","0.054",".",".",".","18","5.3","62","24","0"
"27139","Scott County, MN",".",".",".",".","0.07","0.063",".",".",".","18","6.5",".",".","."
"27145","Stearns County, MN",".",".",".",".","0.07","0.06",".",".",".","15","5.8",".",".","."
"27163","Washington County, MN",".",".",".",".","0.08","0.063","5","2","1","20","8.7","110","27","0"
"27171","Wright County, MN",".",".",".",".","0.07","0.061",".",".",".","16","6.6",".",".","."
"28011","Bolivar County, MS",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"28033","DeSoto County, MS",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"28035","Forrest County, MS",".",".",".",".",".",".",".",".",".","16","8.3",".",".","."
"28045","Hancock County, MS",".",".",".",".","0.07","0.06",".",".",".","20","7.6",".",".","."
"28047","Harrison County, MS",".",".",".",".","0.08","0.064",".",".",".","20","7.8",".",".","."
"28049","Hinds County, MS","1.4","1.2",".","7","0.07","0.059",".",".",".",".",".",".",".","."
"28059","Jackson County, MS",".",".","30","4","0.08","0.064",".",".",".","20","8",".",".","."
"28075","Lauderdale County, MS",".",".",".",".","0.06","0.055",".",".",".",".",".",".",".","."
"28081","Lee County, MS",".",".",".",".","0.06","0.055",".",".",".",".",".",".",".","."
"28161","Yalobusha County, MS",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"29003","Andrew County, MO",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"29019","Boone County, MO",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"29021","Buchanan County, MO",".",".",".",".",".",".",".",".",".","19","8.6","80","31","."
"29027","Callaway County, MO",".",".",".",".","0.06","0.059",".",".",".",".",".",".",".","."
"29037","Cass County, MO",".",".",".",".","0.08","0.063",".",".",".","16","6.9",".",".","."
"29039","Cedar County, MO",".",".",".",".","0.07","0.06",".",".",".","15","6.8",".",".","."
"29047","Clay County, MO",".",".",".",".","0.09","0.07",".",".",".","15","6.7",".",".","."
"29049","Clinton County, MO",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"29071","Franklin County, MO",".",".",".",".",".",".","25","4","0",".",".",".",".","."
"29077","Greene County, MO",".",".",".",".","0.07","0.063",".",".",".","16","7.4",".",".","."
"29087","Holt County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.02"
"29093","Iron County, MO",".",".",".",".",".",".","51","31","2",".",".",".",".","0.13"
"29095","Jackson County, MO","1.5","1.1","47","12",".",".","18","7","1","22","9.9","117","29","."
"29097","Jasper County, MO",".",".",".",".","0.07","0.06",".",".",".",".",".","69","23","."
"29099","Jefferson County, MO",".",".",".",".","0.08","0.066","29","5","1","18","8.2","70","16","0.23"
"29113","Lincoln County, MO",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"29137","Monroe County, MO",".",".",".","2","0.07","0.06","5","2","1",".",".","32","13","."
"29143","New Madrid County, MO",".",".",".",".",".",".","13","5","1",".",".",".",".","."
"29157","Perry County, MO",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"29179","Reynolds County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"29183","Saint Charles County, MO",".",".",".",".","0.09","0.072","30","5","1",".",".",".",".","."
"29186","Sainte Genevieve County, MO",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"29187","Saint Francois County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"29189","Saint Louis County, MO",".",".","40","10","0.08","0.068","15","4","1","19","9.4",".",".","."
"29213","Taney County, MO",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"29510","St. Louis City, MO","2","1.4","47","11","0.08","0.069","11","5","2","19","9.1","125","27","0.01"
"30027","Fergus County, MT",".",".",".","1","0.07","0.06",".",".",".","32","5.9","80","11","."
"30029","Flathead County, MT",".",".",".",".","0.06","0.053",".",".",".","45","10.6","225","28","."
"30031","Gallatin County, MT","1.6","0.5",".",".",".",".",".",".",".","23","3.5",".",".","."
"30049","Lewis and Clark County, MT","0.9","0.7",".",".","0.08","0.062","4","1","0","59","12.7",".",".","."
"30053","Lincoln County, MT",".",".",".",".",".",".",".",".",".","51","14.3","134","19","."
"30063","Missoula County, MT",".",".",".",".","0.07","0.059",".",".",".","73","13.2","201","22","."
"30071","Phillips County, MT",".",".",".","1","0.06","0.055",".",".",".","28","5.5","64","10","."
"30075","Powder River County, MT",".",".",".","1","0.07","0.061",".",".",".","40","9.6","167","28","."
"30081","Ravalli County, MT",".",".",".",".",".",".",".",".",".","73","14.8",".",".","."
"30083","Richland County, MT",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"30087","Rosebud County, MT",".",".","13","3","0.07","0.059","9","5","1","44","7.9","125","16","."
"30089","Sanders County, MT",".",".",".",".",".",".",".",".",".",".",".","249","18","."
"30093","Silver Bow County, MT",".",".",".",".",".",".",".",".",".","48","13.5","111","19","."
"30111","Yellowstone County, MT",".",".",".",".",".",".","32","7","2",".",".",".",".","."
"31025","Cass County, NE",".",".",".",".",".",".",".",".",".",".",".","113","28","."
"31053","Dodge County, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","0.04"
"31055","Douglas County, NE","2","1.5",".",".","0.08","0.064","55","20","1","20","9.6","77","22","0"
"31079","Hall County, NE",".",".",".",".",".",".",".",".",".","15","6",".",".","."
"31107","Knox County, NE",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"31109","Lancaster County, NE",".",".",".",".","0.08","0.062","44","24","1","30","7.1",".",".","."
"31153","Sarpy County, NE",".",".",".",".",".",".",".",".",".","19","9.7",".",".","."
"31157","Scotts Bluff County, NE",".",".",".",".",".",".",".",".",".","24","7.6",".",".","."
"31177","Washington County, NE",".",".",".",".",".",".",".",".",".","16","6.7",".",".","."
"32001","Churchill County, NV",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"32003","Clark County, NV","3.2","2.8","61","27","0.09","0.076","6","4","1","28","9.1","119","29","."
"32007","Elko County, NV",".",".",".",".",".",".",".",".",".",".",".","99","21","."
"32019","Lyon County, NV",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"32023","Nye County, NV",".",".",".",".",".",".",".",".",".",".",".","231","22","."
"32031","Washoe County, NV","2.7","2.2","52","13","0.08","0.069","5","3","0","24","8","101","23","."
"32033","White Pine County, NV",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"32510","Carson City, NV",".",".",".",".","0.08","0.066",".",".",".","18","6.1",".",".","."
"33001","Belknap County, NH",".",".",".",".","0.07","0.063",".",".",".","11","4.7",".",".","."
"33005","Cheshire County, NH",".",".",".",".","0.07","0.064",".",".",".","17","5",".",".","."
"33007","Coos County, NH",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"33009","Grafton County, NH",".",".",".",".","0.07","0.062",".",".",".","14","5.8",".",".","."
"33011","Hillsborough County, NH","0.3","0.3",".",".","0.08","0.066","3","2","1","10","3.2",".",".","."
"33013","Merrimack County, NH",".",".",".",".","0.07","0.065","12","6","1",".",".",".",".","."
"33015","Rockingham County, NH","0.4","0.4","23","3","0.09","0.068","11","4","1","12","5.3","31","10","."
"34001","Atlantic County, NJ",".",".",".",".","0.07","0.063","3","1","0","18","6.9",".",".","."
"34003","Bergen County, NJ","1.2","0.9","67","18","0.09","0.074",".",".",".","16","7.3",".",".","."
"34007","Camden County, NJ","2","1.4","46","12","0.09","0.076","4","1","0","24","9.3","43","20","."
"34011","Cumberland County, NJ",".",".","33","6","0.07","0.063",".",".",".",".",".",".",".","."
"34013","Essex County, NJ","2.1","1.4","56","15","0.08","0.064","3","1","0","19","8.6","29","14","0"
"34015","Gloucester County, NJ",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"34017","Hudson County, NJ","1.7","1.1","56","20","0.09","0.067","5","4","0","19","8.1","32","15","."
"34019","Hunterdon County, NJ",".",".",".",".","0.08","0.072",".",".",".","18","8",".",".","."
"34021","Mercer County, NJ",".",".",".",".","0.09","0.071",".",".",".","18","8.1",".",".","."
"34023","Middlesex County, NJ",".",".","41","8","0.09","0.075",".",".",".","19","8.3",".",".","."
"34025","Monmouth County, NJ",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"34027","Morris County, NJ",".",".","33","3","0.08","0.07","3","1","0","14","5.9",".",".","."
"34029","Ocean County, NJ",".",".",".",".","0.09","0.074",".",".",".","16","6.7",".",".","."
"34031","Passaic County, NJ",".",".",".",".","0.08","0.066",".",".",".","18","7.8",".",".","."
"34039","Union County, NJ","2.3","1.6","59","19",".",".","4","2","0","22","10.3",".",".","."
"34041","Warren County, NJ",".",".","44","10","0.07","0.064","4","2","0","18","7.1",".",".","."
"35001","Bernalillo County, NM","2.2","1","45","10","0.08","0.071","4","1","0","19","7.5","126","35","0"
"35013","Dona Ana County, NM",".",".","43","6","0.09","0.077",".",".",".","37","8.4","475","42","."
"35015","Eddy County, NM",".",".","24","3","0.09","0.076",".",".",".",".",".",".",".","."
"35025","Lea County, NM",".",".","32","4","0.08","0.069",".",".",".",".",".",".",".","."
"35029","Luna County, NM",".",".",".",".",".",".",".",".",".",".",".","224","25","."
"35039","Rio Arriba County, NM",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"35043","Sandoval County, NM",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"35045","San Juan County, NM",".",".","33","10","0.08","0.071","7","2","0",".",".",".",".","."
"35049","Santa Fe County, NM",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"35061","Valencia County, NM",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"36001","Albany County, NY","1.1","0.8",".",".","0.07","0.061","4","1","0","15","6.5",".",".","."
"36005","Bronx County, NY","2.1","1.2","59","17","0.09","0.069","5","2","1","19","8","28","13","."
"36013","Chautauqua County, NY",".",".",".",".","0.08","0.066","3","1","0","14","6.2",".",".","."
"36027","Dutchess County, NY",".",".",".",".","0.08","0.063","1","1","0",".",".",".",".","."
"36029","Erie County, NY","1.3","1","46","10","0.07","0.066","8","2","0","17","7.4","33","15","."
"36031","Essex County, NY",".",".",".",".","0.09","0.066","2","1","0","12","3.7",".",".","."
"36033","Franklin County, NY",".",".","21","2","0.07","0.061","1","1","0",".",".",".",".","."
"36041","Hamilton County, NY",".",".",".",".","0.07","0.064","1","1","0",".",".",".",".","."
"36043","Herkimer County, NY",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"36045","Jefferson County, NY",".",".",".",".","0.09","0.066",".",".",".",".",".",".",".","."
"36047","Kings County, NY",".",".",".",".",".",".",".",".",".","17","7.5",".",".","."
"36055","Monroe County, NY","1","0.8","36","9","0.08","0.067","20","4","0","15","6.7","28","11","."
"36059","Nassau County, NY",".",".",".",".",".",".","7","1","0",".",".",".",".","."
"36061","New York County, NY","1.4","0.9",".",".","0.08","0.07",".",".",".","23","9.1","31","16","."
"36063","Niagara County, NY",".",".",".",".","0.09","0.062",".",".",".",".",".",".",".","."
"36067","Onondaga County, NY",".",".",".",".","0.07","0.064","2","1","0","13","5.5",".",".","."
"36071","Orange County, NY",".",".",".",".","0.08","0.059",".",".",".","14","6.1",".",".","0.01"
"36075","Oswego County, NY",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"36079","Putnam County, NY",".",".",".",".","0.09","0.07","6","1","0",".",".",".",".","."
"36081","Queens County, NY","1.3","1.1","59","15","0.09","0.079","5","2","1","17","7.1","28","12","."
